feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,Class
30.6,0.6632484312,508.49046382593,1137.01924302508,64261.4055054735,15352029.0,26,11,5.124,163535.7,0.724640447352514,1.82954487768489,4.08935413103184,489.602467803067,2169.32324059642,1.0579435840424,50.2552673795304,10.4125134177965,10793597.8772269,1690.61883858227,2.38968536499648,0
32.7,0.3480777246,266.85958888162,596.71618118702,80413.6888724152,21508916.8,42,4,8.7584,163866.7,0.559560953443411,0.936981714784807,2.04996918168596,343.93651027015,795.071785685274,0.866634999511634,338.579587402993,4.82222431834716,10814807.5115477,487.392843715864,6.520165969079,1
36.15,0.120691374,92.53005336182,206.90348927887,34893.5091554238,39857291.6,30,8,9.7958,163866.7,0.407319307908016,0.830129386651669,2.105682328244,559.019398832045,663.022628573386,1.03320348475387,598.17707295728,3.85524847585922,10815363.4270728,1561.25147975104,7.81873766684905,0
37.5,0.07974,61.134,136.69977973637,14096.8069207526,4042780.35,22,8,6.5912,163866.7,0.266558998682144,1.40209583229755,5.20492688730448,52.4482710473036,1455.37937550523,2.1595445994862,13.3612443869068,5.86026240825691,10814321.5819453,594.076590532742,3.56195785597166,0
21.75,10.0386712335,7696.31461246247,17209.482649691,38729.4177920162,45206165.2,386,2,10.2046,163866.7,0.483809927611306,0.787099567109301,5.95393813170177,235.049318770325,612.144820101069,0.853215263298845,237.122635332789,3.85409030059463,10814694.6830357,814.005716907157,8.46858427903398,0
37.65,0.0761511087,58.38251675372,130.54727615918,24270.9693591372,6032065.9,18,10,6.8236,163627.366666667,0.227785763093865,1.32978770053406,13.7294148040679,508.005642539023,1344.25956767362,2.15645008827165,587.057620706375,5.38789154195505,10799524.320508,1713.72732972746,3.85639806824767,0
39.75,0.0399646701,30.63958034054,68.51218444354,31447.3507863636,23669136.4,26,8,9.0356,163866.7,0.118224729936576,0.926445381391669,1.35793953978909,457.489630761877,781.698717509664,1.71552491538887,580.438281260552,3.41871465014537,10814877.6676391,407.61455195342,6.63171102098669,0
45.9,0.0060488976,4.63748814712,10.36973874191,54235.9125532974,43371286.0,8,7,8.9712,163866.7,0.108055808820679,0.934880651177653,2.73204540609782,516.433597178569,792.399012757281,1.75110886915408,139.43623759063,3.41846978910181,10814690.6244505,633.865221728258,6.54215857988191,0
29.55,0.9155376978,701.91223496597,1569.52347162253,32939.4923905896,25241302.8,32,5,11.1342,163866.7,0.489222399303246,0.710145743870275,15.3031103662654,2.95016697484364,524.60315890322,0.761725732318048,743.718527958547,3.48996433018688,10814778.1361965,793.654299356223,9.88175521252695,0
33.15,0.3031630245,232.4249855466,519.71806735162,46760.9917740902,45249038.8,36,7,6.7466,163866.7,0.234942014878775,1.31676542814787,30.2412147121401,150.20285407184,1324.56200117707,2.1155440012058,134.677634089658,5.36622553816682,10814978.9888721,165.452990201973,3.91374657841102,0
29.85,0.8349803043,640.15156656537,1431.42241874341,73065.3986745563,45994082.4,40,4,5.215,163866.7,0.690417545345173,1.81003226539118,5.09239243032609,353.355806536155,2134.71127291128,1.1767438866209,572.616198940044,10.0970439868918,10815124.721044,35.634911706428,2.42843145383786,0
37.65,0.0761511087,58.38251675372,130.54727615918,45410.6854420121,28489552.0,16,4,8.4994,163866.7,0.213240992919341,0.991779316344436,16.3215941035222,166.719913312561,865.829220960922,1.63861175135759,77.3491491803773,3.97078216431134,10815747.4727075,1181.68099978118,5.98732391388529,0
28.05,1.4510294646,1112.45592290255,2487.5270655825,52185.0893501179,36975817.2,144,2,6.9272,163866.7,0.499748375314698,1.27114316520639,3.849739539027,419.706737546544,1256.32316752175,1.33537201056444,677.807003906182,6.2911031594752,10815829.6743554,1309.62797896021,4.12632683533654,1
34.5,0.2002978239,153.56166510385,343.37432191039,23851.3874241578,28767250.4,24,8,7.1736,163866.7,0.181212074154686,1.24016918319811,16.3370258556508,628.356612321958,1210.68474919933,2.13241466173692,631.121838128372,4.83417928352094,10814875.7267171,264.757117984415,4.28187437186135,0
34.05,0.2299726722,176.31238191213,394.24647123038,40028.7731285899,11858023.8,12,9,6.9132,163866.7,0.32581353908477,1.29613522350069,13.0499719655808,17.8146194319537,1293.55571247824,1.83505732031895,734.655380890067,5.67083097174618,10814116.802594,823.824515214086,4.0075583525261,0
32.4,0.3816596355,292.60572064062,654.28628195759,34524.3371863384,47058188.8,20,5,6.4204,163866.7,0.205147868585572,1.43880268320025,21.5631917970182,386.683162226266,1512.90454359576,2.40163429679569,798.615341551717,5.72210095701415,10814202.4925354,648.772567561433,3.42652153564102,0
31.35,0.5268369555,403.90833250492,903.16648815978,49252.782812286,52160147.2,36,3,6.0662,163866.7,0.271075407477343,1.55119396549855,23.5176913160522,31.6440140402941,1693.59213605684,2.37447720137173,29.6517590022371,6.50655885584912,10814756.4349533,258.421268227513,3.06094949877945,0
30.9,0.6048897582,463.74881471844,1036.97387419514,115740.282605824,50425872.0,34,5,9.3534,163866.7,0.620525212922306,0.860740015875095,5.01593511169326,676.01546810557,700.031623289296,0.68592118193225,176.608044117915,4.60300796173923,10815741.1848539,1044.05539448238,7.40537973933451,1
39.15,0.0480481014,36.83687773517,82.36976269437,18919.833623532,4970729.4,10,10,5.5804,163784.833333333,0.410410862467983,1.77965360408545,5.42619467820408,491.262676579473,2081.19553865696,2.20345531043082,982.513042307645,8.28314115628699,10809759.5003146,18.6342458607247,2.49087599108796,0
40.2,0.0348077724,26.68595888807,59.67161811861,32285.6637057288,2074864.75,18,10,4.8328,163657.7,0.553068482979383,2.18320685115866,8.8034078162747,311.674569190639,2827.82153105791,2.04906229491211,74.7161300894419,11.1892101827853,10801510.0512733,1764.6372902803,1.83321328558547,0
35.1,0.1666004736,127.72702966363,285.60632089202,71849.9955068879,6478696.0,8,11,4.9952,163828.233333333,0.726330479292227,1.89818289560299,5.422970254334,195.853061101788,2292.53910350181,1.09089708683626,827.416905068032,10.813740260237,10812373.5504187,124.132926894908,2.2612482343623,0
33.15,0.3031630245,232.4249855466,519.71806735162,33021.2939844153,33139316.0,38,4,8.6828,163866.7,0.386169991861794,0.961033476045235,7.41620295137195,799.77960070737,825.880938069428,1.23881349148606,1004.20438870179,4.39611402670617,10815152.3877209,59.2174961838234,6.27693383033888,0
32.4,0.3816596355,292.60572064062,654.28628195759,10934.2583693864,34445328.4,90,5,6.8992,163866.7,0.224474965090836,1.31676035267475,5.91974320037711,205.758688829284,1324.55434289693,2.14447929879769,424.429607637829,5.32072228668557,10816354.4006837,945.937962925882,3.91376920682777,1
28.95,1.1007184125,843.88411632222,1886.98224922906,48233.5097230795,14221509.4,36,2,6.6668,163840.033333333,0.372780395312501,1.34283463946473,21.8031806185537,147.211513856,1364.09140380675,1.76872964462407,425.427848507206,6.08327632177226,10812369.2531857,772.264004816632,3.80033184399015,0
30.3,0.7272374433,557.54870653184,1246.71680857234,77989.1876573267,38009946.8,62,2,5.7722,163866.7,0.761895152877046,1.44937544289708,42.7240168613508,391.269487698337,1529.61106517525,0.724716968335021,628.660006152834,8.42703697287994,10814036.4076074,748.29229034581,3.3890968220775,0
29.1,1.0511779233,805.90307454909,1802.05405796774,82749.0631686523,46456149.6,38,3,5.3914,163866.7,0.546503851423642,1.77926079011659,20.8965136072028,646.325214534984,2080.50651898139,1.69446462282468,22.1913449872471,9.08039109318786,10815373.9787929,1718.93534549648,2.49170091643745,0
32.85,0.3324116463,254.84892889072,569.85952899265,41899.2543666454,24297400.4,30,7,4.9252,163866.7,0.511091932685425,2.15367252612063,5.0684083006339,371.222377966088,2770.63407043925,2.21119053198569,374.41904422387,10.7395106935615,10813316.5153192,668.222312195369,1.87105184885644,0
31.098,0.5692148625,436.39806135879,975.81573044746,63572.0903042597,39877667.2,46,6,5.6308,163866.7,0.331349357785706,1.66272541733149,36.5094657032163,420.539651974939,1879.49195948514,2.33474307806192,235.205822043066,7.3051057745762,10814858.9923686,179.286477369364,2.75819216668535,0
36.3,0.1152593673,88.36551494472,197.59129828336,65494.4666486928,27542524.8,24,9,11.5654,163866.7,0.535942671975728,0.678176573133207,16.5219930669461,271.896128262,489.580198185079,0.660896897759393,469.697686760604,3.43741311477155,10815310.2217342,1583.37011360912,10.5886635513805,0
39.3,0.0458855805,35.17894512912,78.6625126856,47795.1164495233,29522340.4,12,9,8.3944,163866.7,0.150704738871051,1.01085882565756,14.4086504138822,389.871876269856,890.933787683364,1.80288698163282,751.025574065268,3.83856013534548,10815944.0152234,982.512007065695,5.81861421316124,0
29.55,0.9155376978,701.91223496597,1569.52347162253,65256.7092483957,47333787.2,80,3,9.8798,163866.7,0.801606525981649,0.785994240073195,21.7881872224614,43.8114290439826,610.855816815091,0.327465868477723,622.56781407796,4.67297276258952,10814760.4931215,709.947965478457,8.48645434372481,0
34.95,0.174452112,133.74661911858,299.06653210989,50968.0231393768,12585183.8,14,10,6.762,163826.966666667,0.197546105457138,1.3114236980027,31.6962256631717,285.849035975712,1316.5101431891,2.20994981310195,896.928696928267,5.18261812908621,10812424.2573368,115.999573265359,3.93768329611371,0
36.3,0.1152593673,88.36551494472,197.59129828336,14873.6240159647,20728976.8,14,10,4.6606,163802.7,0.513344425147095,2.4030597750966,4.62454858795751,264.993168654974,3265.55144023839,2.45587111613661,985.714143019431,12.0009684759943,10810918.7142562,17.8849379205168,1.58748073483772,0
35.7,0.138572238,106.23871586486,237.55699051592,21701.1557159894,40360488.0,26,10,7.1484,163672.7,0.306165836000618,1.24599307566709,3.92606147630352,381.678010020888,1219.22290180515,1.81547638440943,740.742076234837,5.37066283818794,10802686.464761,1567.86559445406,4.25188863523208,0
28.65,1.2069137394,925.30053361889,2069.03489278893,36779.5955048508,29021711.6,84,2,6.8068,163866.7,0.14935796270144,1.32292378805863,23.3917547089128,281.604716345493,1333.8650927754,2.36320263115633,833.643590345709,5.01769286651272,10815098.7324429,76.1593727355074,3.88645000763423,0
38.4,0.0604889757,46.37488147189,103.69738741956,14229.4832796823,4236759.1,34,6,8.3398,163866.7,0.161012449799493,1.02351252720096,4.78199698226393,774.74140810405,907.714791350673,1.80329996237131,198.498039874976,3.92142559579998,10815662.7277041,1301.87605469851,5.71104497733946,0
32.1,0.4184814687,320.83579274912,717.41064220198,93416.2364843359,41935135.2,60,3,7.343,163866.7,0.441952598179808,1.17128190166741,21.4911576246185,20.8153392319532,1111.22452465226,1.37262472625147,717.013291474178,5.573478838324,10815684.6273042,1373.75319916842,4.66512382060887,1
37.95,0.0694506366,53.2454881083,119.06053090554,32658.7983042023,16007037.2,14,8,8.5414,163866.7,0.049783706625964,0.987690383037586,18.6429746921232,149.213283475525,860.480249156029,1.97089093901943,942.119349814901,3.42164219530325,10815297.6602494,1691.07872195728,6.02454269587772,0
31.5,0.5031253866,385.72946297444,862.51730013563,95490.7027027561,2589663.825,34,9,4.088,163866.7,0.844241445888048,2.36844479616803,1.88253710129521,507.08969370091,3195.24797672436,0.77470162758473,400.778336688762,14.4143473827902,10816669.9186451,1349.00750675385,1.62240928959587,1
32.55,0.3644821224,279.43629383908,624.83854840493,37287.2162405947,48519032.8,34,7,5.5454,163866.7,0.337398723271288,1.79385265770182,18.0413828545068,597.541994490966,2106.15253508967,2.49607902863848,995.273855009053,7.91701763868581,10816973.9012287,974.091880774926,2.46136018813057,0
28.8,1.1525936733,883.65514944789,1975.91298283314,52258.6017342329,39585896.0,48,2,5.25,163866.7,0.445668181841987,1.95770199825091,6.67688775632765,563.586297633,2401.20669044146,2.2789546670142,153.48324011721,9.33961871171938,10815265.0710312,1774.29295788406,2.15891452436647,0
33.45,0.2764879647,211.97410615569,473.98851083383,72348.8240443008,5774804.7,16,11,5.404,163672.966666667,0.506969444244948,1.72354566956836,35.3053798677653,2.46757506212387,1983.55324104135,1.78449742660665,173.152666996956,8.57119117734072,10802622.9050176,1697.48726296971,2.61349173429721,0
36.9,0.0958685661,73.49923394583,164.34928339721,36082.3816827104,3799540.85,22,10,5.8296,163462.3,0.386648219661391,1.64006021387738,18.4095748553317,283.293228894185,1841.19318363784,2.11246108929284,959.768581138026,7.50481569984482,10788440.4917054,38.02522230469,2.81556549636874,0
36.0,0.1263793833,96.89086042788,216.65455031537,49524.6359377332,2280601.4,12,9,8.5008,163866.7,0.379570768747563,0.979311248668571,20.911325115089,747.141584063408,849.553597034151,1.27594598285344,828.395641499919,4.45839626815716,10814529.0442985,777.957399297159,6.10202819233265,0
30.9,0.6048897582,463.74881471844,1036.97387419514,99635.5116351685,15223839.4,58,2,6.4932,163649.966666667,0.738662056374593,1.31318971233129,4.29889066329012,8.63952726596741,1319.17033416743,0.720691227922467,759.88333376434,7.53453731465121,10800829.8299915,50.5880009909724,3.92974270701121,1
33.15,0.3031630245,232.4249855466,519.71806735162,30892.0583283802,7934568.6,38,6,8.7584,163866.7,0.245748510921474,0.958605578963706,6.1271677674328,528.774377560198,822.753231786945,1.51836233928195,315.756605623753,3.94079885943168,10815394.540168,1570.4742239095,6.30079566960901,0
31.95,0.4382038929,335.95631782422,751.22116412534,77647.8673944929,6889194.2,28,11,5.0288,163646.3,0.590916156338849,1.86452168086899,37.2914137439551,336.371998568039,2231.82853122142,1.60176596117881,728.560314581623,9.78878229759718,10800912.8857713,1686.90372893005,2.32275908631876,0
40.95,0.0276487965,21.1974106155,47.39885108336,48578.0081867432,32677652.0,18,9,7.3724,163866.7,0.236383373400259,1.19313962136221,14.7870493196286,699.987710939296,1142.47464452379,1.91331263072691,662.530918609412,4.86808736699114,10815895.7583812,1203.97081712808,4.53751864415408,0
27.15,1.9128293697,1466.50251671342,3279.19931654561,94956.0022039148,17638849.2,240,2,8.134,163866.7,0.720043497120768,0.990967563896578,24.9458408912916,809.31276265824,864.766441454541,0.582598408675999,423.16782865681,5.62487413665513,10815250.7575648,1744.86985417762,5.99468220723331,0
30.9,0.6048897582,463.74881471844,1036.97387419514,29975.2100081275,14483109.2,134,2,9.0356,163756.433333333,0.412094837075094,0.913852028065358,5.72934925379463,472.057917795505,765.814329826753,1.12824248344294,591.164301551572,4.2584709112496,10808040.4354444,1651.49227304227,6.76926481797847,1
27.3,1.8267378663,1400.49903084311,3131.61103538757,86093.0490511774,42130144.0,166,3,8.5694,163866.7,0.41483449339363,0.968090694824264,19.9164503092703,287.20858995749,834.994735260074,1.18963589194328,603.670121020686,4.51997075564356,10815603.6185991,1327.9969292669,6.20842237811877,0
42.75,0.0159102216,12.19783663636,27.27519189734,70700.2212779533,36142162.0,18,8,6.7662,163866.7,0.373055604524308,1.33058280000982,11.4651726009423,795.414761763665,1345.46537649594,1.75182300128328,688.519339375131,6.02898176376254,10814842.398167,262.555980783097,3.85294195641135,0
35.4,0.1519414377,116.48843553205,260.47606044214,35016.1179977629,4683476.7,18,9,8.6324,163866.7,0.188274518282915,0.970500451689188,20.3985554665956,465.809324041352,838.114359171691,1.65433788797352,332.089176793744,3.80562915719026,10814570.9971623,739.429429522996,6.18531342801877,0
32.85,0.3324116463,254.84892889072,569.85952899265,79462.7376552654,36084605.2,58,2,9.5606,163757.166666667,0.470084218664834,0.85073365204552,3.20366161013602,211.348953335211,687.86005018808,0.946716094656824,192.17106424469,4.12714538332542,10808128.978738,1577.36348997854,7.53641674434001,1
40.65,0.0303163026,23.24249855466,51.97180673507,29490.5594708403,5614405.3,6,11,4.7068,163808.833333333,0.560865965119802,2.29773584397245,4.36937100046703,57.6924364684001,3053.23208348011,2.11892942573021,412.140531386293,11.835310329785,10811243.9469994,44.7148334789183,1.69787289608565,0
37.5,0.07974,61.134,136.69977973637,36072.7715502222,28902132.0,10,10,7.3318,163762.033333333,0.141623852768389,1.20028682379804,20.2795616084847,125.969483245867,1152.75556249922,2.16362491670772,314.045850364493,4.52191102509779,10807972.3912528,274.089051822131,4.49705051846454,0
34.5,0.2002978239,153.56166510385,343.37432191039,80805.3985123134,45664250.8,20,8,10.2158,163866.7,0.356371753797591,0.780425711275191,32.4694046195661,794.673668503601,604.375738208138,1.05483846686257,986.250619107924,3.49320638934651,10815748.5865021,912.386272077256,8.57744557279814,0
33.0,0.3174506577,243.37883764613,544.21162526174,61752.9914522647,40367880.0,22,9,6.8572,163866.7,0.1863157960772,1.29669635610887,28.0465460872724,6.84645945436636,1294.39582718934,2.21571281872508,138.922647105263,5.07636152089339,10814361.4558711,637.7167282737,4.00495728671853,0
36.9,0.0958685661,73.49923394583,164.34928339721,45079.4527872595,40437807.2,20,8,9.3688,163866.7,0.263048625335907,0.876904477415412,18.4101929305022,332.242784791979,719.843520692286,1.35709551616881,576.979843345701,3.65499088267645,10814842.5900912,490.4837463933,7.20156513323126,0
23.55,5.7766523457,4428.76679832239,9903.023617543,52548.7533394303,39184521.6,352,2,4.3484,163866.7,0.57394325590496,2.63614090057614,15.2421048939316,762.130116274322,3751.99799536063,2.35860577905799,400.984938661436,13.6921494338542,10816317.5299224,1508.14184925593,1.38166385120942,0
35.85,0.13233546,101.45718599931,226.86516470015,53911.7878959056,13035397.2,16,4,10.4104,163866.7,0.434024505441048,0.76031663784635,33.8050876983507,596.382832602084,581.167620573263,0.903673228765624,985.551980276464,3.5980318788685,10815563.4241905,1189.75182817044,8.91997388788886,0
40.038,0.0365827401,28.04676738953,62.71447843234,25084.0700304108,28814480.8,14,5,8.421,163866.7,0.26405388597571,1.00713847148302,1.99284148944024,427.499111895607,886.01984094707,1.5565192531818,280.904503725976,4.20115508535935,10814808.2634007,436.529858406157,5.85088477754494,0
37.35,0.0834980304,64.01515665656,143.14224187441,43221.9093418621,1658620.95,8,10,6.8012,163748.5,0.33110633410638,1.31597027604496,19.4014498858767,485.709520976025,1323.36239202172,1.84851278251657,329.607420114273,5.78059802079923,10807170.1192825,171.293130007614,3.91729433392794,0
41.4,0.0240810951,18.46217284744,41.2826734994,51068.8880950452,232381.165625,6,10,4.452,163832.366666667,0.650298223799314,2.41763883582582,7.82617568646176,43.4995182363373,3295.31400130427,1.7754504497101,653.306759003955,13.1664227526203,10813105.2197466,1749.64162437792,1.57314295328099,0
34.95,0.174452112,133.74661911858,299.06653210989,29303.9809630931,15657124.0,8,11,4.4296,163730.5,0.574557292328752,2.56554637581138,9.80265235395466,238.458229966991,3602.29663902236,2.29213529324084,982.770486441595,13.3306791909767,10806084.577895,35.0018808233252,1.43908193007861,0
39.75,0.0399646701,30.63958034054,68.51218444354,51883.9687083428,30425200.4,14,9,8.5064,163866.7,0.194466803604175,0.992841817458703,14.2261847745118,246.80841411449,867.220948191276,1.67951078973919,296.527195616858,3.91352475420871,10814454.4575184,846.551464517951,5.97771538016008,0
38.25,0.0633397335,48.5604623017,108.58449472538,25636.3186809375,4444069.7,6,11,5.5132,163797.033333333,0.439191442734045,1.80325189955606,6.13011810009815,474.280533763832,2122.72759709678,2.12368610197196,412.855372206568,8.56424151968546,10810454.4751137,69.2517569510992,2.44214095444469,0
38.25,0.0633397335,48.5604623017,108.58449472538,39681.4474058214,2076028.15,18,10,5.4908,163647.1,0.496346937399731,1.78529289608266,8.79311483508036,360.701746882605,2091.09557925149,1.88825329297612,343.708707799579,8.81567793946876,10800514.4330143,91.1659317584391,2.47908323820168,0
32.7,0.3480777246,266.85958888162,596.71618118702,37379.1713125509,35059466.4,102,3,8.4042,163866.7,0.377535298320862,1.00134294284034,7.81453921949512,412.863300377207,878.383017607171,1.3089313360066,478.386062775835,4.55197132330728,10815176.013323,29.2703240565301,5.90175344478071,0
46.2,0.0055166601,4.22943945761,9.45731413392,106641.049224365,51198940.8,4,8,5.5496,163866.7,0.600300102341744,1.70687396963693,1.5096174006676,372.25495927383,1954.84285630276,1.43269843705679,225.048150427934,9.01398494137165,10814596.2266499,304.349605877012,2.65187556293124,0
40.95,0.0276487965,21.1974106155,47.39885108336,33750.5098541242,23789483.2,26,8,7.7714,163866.7,0.148796664444821,1.12325032150556,2.07951509033361,479.337400414497,1043.57699297081,2.00784028269081,853.042809368082,4.25827453485111,10814673.3561287,497.546929110739,4.96752998093835,0
29.7,0.8743317135,670.32098043027,1498.88327898617,53133.5280873698,45555636.0,62,2,9.2218,163866.7,0.364509788451817,0.893107128871379,10.3953479646068,110.635862046653,739.886328419836,1.19187776034949,304.321927303245,4.02155628428761,10815547.7277603,1341.48978784581,7.00648167276099,1
35.4,0.1519414377,116.48843553205,260.47606044214,47915.5019389665,27443259.2,32,9,8.2866,163866.7,0.213524861252989,1.02816547669585,9.90305382257361,499.161087898001,913.911609854717,1.69811583047243,383.6259520584,4.11742441259306,10815222.9829015,1777.67286204574,5.67232098170204,0
40.95,0.0276487965,21.1974106155,47.39885108336,47554.2820944194,41418678.0,16,7,8.7346,163866.7,0.337514503964684,0.956168651584986,9.72096535154615,721.248923692184,819.617872788168,1.33024051322127,825.961971782465,4.2203351511132,10814581.7652162,743.217262075431,6.32489867792306,0
37.35,0.0834980304,64.01515665656,143.14224187441,51014.959765189,1731810.85,12,11,7.1988,163602.7,0.493711884280225,1.20894582725242,1.68929480736919,476.004483954404,1165.25219444652,1.28535730026252,232.043911289855,5.95919527373918,10797481.385206,250.090205996965,4.4488223448164,0
30.45,0.6945063666,532.45488108369,1190.60530905494,41282.7734288631,42837866.4,74,4,7.1554,163866.7,0.4226191786518,1.20585573391896,26.6360145766133,66.3656228865943,1160.78743339192,1.46209974556289,250.82541285016,5.66106252940918,10815095.0619668,90.6195793762771,4.46593394352309,1
36.15,0.120691374,92.53005336182,206.90348927887,35584.8320088766,38212963.6,10,9,7.4004,163866.7,0.10317046111536,1.19383214791518,14.5272998438219,319.773545117531,1143.46946794064,2.2483942629129,482.909916806416,4.34610119166277,10814425.9388028,666.521825568713,4.53357098317302,0
28.95,1.1007184125,843.88411632222,1886.98224922906,48233.501639159,14221499.6,46,2,6.6668,163866.7,0.372837299660349,1.34277736648663,21.8044146266652,147.20862365186,1364.00413534297,1.76849374615352,425.43754115672,6.0832690177134,10814870.0482567,239.084774192607,3.80057498777048,0
30.9,0.6048897582,463.74881471844,1036.97387419514,94001.5153750627,43260154.0,20,3,5.4292,163866.7,0.579206275982026,1.77809404192053,3.17539146138293,293.681080768444,2078.46041990565,1.57124270846321,395.345412808084,9.26632499194759,10813628.222481,743.511750883477,2.49415382191176,1
39.75,0.0399646701,30.63958034054,68.51218444354,27132.1939672538,2089029.6,20,6,4.8104,163866.7,0.541260701448435,2.21901513474911,7.28732780128217,463.911850459479,2897.67761020264,2.13769383741924,30.9941375795587,11.2862667162568,10813489.5926066,580.281626659271,1.7890188962869,0
32.1,0.4184814687,320.83579274912,717.41064220198,15424.0449670387,18694018.0,26,8,4.7964,163866.7,0.491377684198345,2.28942603540266,3.59017093516271,227.902721270431,3036.6839535227,2.44535166116451,692.745829133425,11.2675163661133,10815873.232875,1583.04219756168,1.70712529829991,0
35.55,0.1451029464,111.24559229037,248.75270655825,15543.6236299377,19504891.0,24,10,4.2336,163677.033333333,0.587645020180007,2.84617761201242,2.39115915534602,572.935652083744,4209.23008536197,2.46463457470754,482.710385191169,14.9117750504558,10802699.5280807,1796.42466959899,1.23157914746164,0
32.1,0.4184814687,320.83579274912,717.41064220198,52876.9277803825,4015736.55,50,2,6.3966,163866.7,0.523056962543178,1.4090882388442,10.0367412666915,356.052043671099,1466.28014434789,1.41131513182598,222.580802648478,7.08220145493092,10814417.3154058,525.557116871262,3.53547718693656,1
33.0,0.3174506577,243.37883764613,544.21162526174,29454.4513995321,29550287.2,14,4,7.4914,163866.7,0.289721157949731,1.16333688534846,15.4300420571005,191.563380990405,1099.93726535986,1.73521650926331,394.175106273092,4.95125464302892,10814669.9175805,475.122149037385,4.71299606191992,0
28.5,1.2637938318,968.90860427926,2166.54550315278,56785.8706046552,30819608.4,96,3,5.621,163866.7,0.419204973954198,1.64981039776138,35.8364856186005,356.771100463549,1857.63644599415,2.01222351317075,277.274080415297,7.72668310452819,10815748.0177923,1511.51845474955,2.79064292218151,0
35.25,0.1591022169,121.97836636337,272.75191897271,24160.149114505,2066583.225,68,7,5.3662,163866.7,0.472227341181277,1.8729205271559,4.9730481375793,776.073582387372,2246.9256028084,2.0758001173838,509.090270041011,9.09930386619729,10815268.6678725,1770.95615198428,2.30715249028299,0
33.6,0.2640439563,202.43369980723,452.65551370562,40769.3607667634,6606394.2,46,3,7.161,163866.7,0.15645466786347,1.22972486612104,25.3655515073533,667.342954118263,1195.42298229754,2.17839020832011,124.293775423133,4.69299950332442,10814148.2251312,865.644800792744,4.33654035163071,0
32.25,0.3996467001,306.39580340563,685.12184443586,49398.0292063743,12650881.6,42,4,8.1004,163866.7,0.0950012083596941,1.03746361657498,32.9144335787227,314.554600544288,926.336936350561,1.97169697067939,110.012699728281,3.7488789154701,10814531.0722011,711.32376293625,5.59623587981185,1
34.65,0.191282937,146.65025167125,327.91993165463,16607.0958876491,17433943.8,22,8,6.6962,163866.7,0.231765679836814,1.369719283583,10.4659068364942,416.3659584437,1405.26109735657,2.20975726153936,864.275070841333,5.56767157494308,10814587.3667938,429.567446074932,3.68899417321919,0
34.35,0.2097375696,160.79880341658,359.55705514001,25305.8889168218,14591099.6,68,5,6.5576,163866.7,0.327801835642749,1.39731132594718,12.4712914170565,676.785262580727,1447.93623792421,1.97246722750831,618.407808952573,6.12266339373833,10814258.9373698,639.608552014246,3.58026815285173,0
31.35,0.5268369555,403.90833250492,903.16648815978,36366.5991010482,40932850.0,20,7,5.6406,163866.7,0.303222271013811,1.74108740002646,21.2178614314266,570.252803747326,2013.91217536001,2.5476169415695,500.581699802954,7.48777878913685,10814493.2351559,345.633033417125,2.57409437383897,0
33.9075,0.2402571003,184.19711028267,411.87725985092,63394.8444698791,51892545.6,16,8,4.9406,163866.7,0.492996355029322,2.14749639918445,9.34964763380549,647.12166350671,2758.72452034246,2.28645585409063,14.48734400117,10.5804741781892,10814916.6175027,101.637581481212,1.87912927215961,0
31.8,0.4588558059,351.78945129166,786.62512685554,35321.0773061146,45890647.6,16,8,7.8568,163866.7,0.333475824302213,1.09255813549649,11.5280210185471,562.14547048042,1001.09778730163,1.52925446239378,30.737574674782,4.80776953908658,10814768.9807796,424.87608374069,5.17831531120753,0
36.0,0.1263793833,96.89086042788,216.65455031537,43248.1478569485,8714132.0,18,9,5.999,163866.7,0.432454651022091,1.57750128271364,7.36822440617879,476.172546601694,1736.85774726015,1.88013738362271,326.904971199196,7.45700686307434,10816749.4741763,925.350408854093,2.98470039252071,0
35.7,0.138572238,106.23871586486,237.55699051592,22289.1203187056,9275615.3,26,5,9.233,163866.7,0.279804039888147,0.897179654033947,4.213873846679,320.837452147494,744.952861880727,1.35690484089258,421.96028706287,3.78910668093571,10815234.1604421,1757.87741105992,6.95882956528598,0
33.75,0.2521600206,193.32268247679,432.28265961062,19550.65240569,14093009.0,14,7,4.7586,163866.7,0.526431610785034,2.28853935914813,4.05358806974689,700.722712884394,3034.91999950472,2.27593778573034,328.084187247153,11.5278861070871,10817894.6903362,928.960247104713,1.70811751243723,0
29.85,0.8349803043,640.15156656537,1431.42241874341,94417.8382302307,5319161.05,38,4,8.5358,163866.7,0.515313587190268,0.917674034178425,58.992714591085,796.446286575248,770.623650988872,0.93404668508461,873.45424980979,4.5888609775875,10815255.0321921,1732.68879468705,6.72701907519688,1
31.05,0.5776652346,442.87667983217,990.3023617543,76566.9696233051,12081192.2,64,2,4.2602,163866.7,0.720592868759425,2.48807754649035,8.00285406069143,570.812283888237,3440.37304666783,1.45989188009481,801.382280238873,14.1271959952588,10815565.2075777,1696.40442037256,1.50681333962344,1
32.4,0.3816596355,292.60572064062,654.28628195759,7245.74875721081,32276092.8,16,8,5.271,163866.7,0.352661026301557,1.99164289336482,5.93713523532779,183.604584018081,2463.92154448214,2.70746293978562,376.214342241458,8.8902584765447,10814339.6141511,343.721362302991,2.10396309558207,0
